"YEAR","SAMPLE","SERIAL","CBSERIAL","HHWT","CLUSTER","STRATA","GQ","PERNUM","PERWT","NCHILD","SEX","AGE","MARST","RACE","RACED","HISPAN","HISPAND","EDUC","EDUCD","EMPSTAT","EMPSTATD","INCWAGE","VETSTAT","VETSTATD"
2023,202301,279433,2023001262391,9558.0,2023002794331,2020409,1,2,8586.0,0,1,46,1,1,100,0,0,10,101,1,10,118000,1,11
2023,202301,279595,2023001280260,4536.0,2023002795951,2020409,1,1,4536.0,2,1,45,1,8,802,0,0,8,81,1,10,500,2,20
2023,202301,279595,2023001280260,4536.0,2023002795951,2020409,1,2,9882.0,2,2,41,1,1,100,0,0,7,71,1,10,60000,1,11
2023,202301,279757,2023001295646,9882.0,2023002797571,2040109,1,1,9882.0,1,1,38,1,1,100,0,0,8,81,1,10,85000,1,11
2023,202301,279757,2023001295646,9882.0,2023002797571,2040109,1,2,10854.0,1,2,35,1,1,100,0,0,6,65,1,10,70000,1,11
2023,202301,279919,2023001311470,12798.0,2023002799191,2050009,1,2,16038.0,0,2,55,1,1,100,0,0,8,81,1,10,60000,1,11
2023,202301,280081,2023001328596,55890.0,2023002800811,2020709,1,1,55890.0,1,2,48,6,2,200,0,0,7,71,1,10,40400,1,11
2023,202301,280081,2023001328596,55890.0,2023002800811,2020709,1,2,30132.0,1,1,55,6,2,200,0,0,10,101,1,10,150000,1,11
2023,202301,280081,2023001328596,55890.0,2023002800811,2020709,1,3,35154.0,0,2,25,6,2,200,0,0,6,65,1,10,20000,1,11
2023,202301,280243,2023001343258,16362.0,2023002802431,2060109,1,2,15552.0,0,1,57,6,2,200,0,0,6,63,1,10,49500,1,11
2023,202301,280891,2023001409118,12474.0,2023002808911,2080109,1,1,12474.0,0,2,61,4,2,200,0,0,6,63,1,10,6000,1,11
2023,202301,281053,2023001424962,10368.0,2023002810531,2060409,1,1,10206.0,1,1,49,1,1,100,0,0,11,115,1,10,250000,1,11
2023,202301,281053,2023001424962,10368.0,2023002810531,2060409,1,2,7290.0,1,2,50,1,1,100,0,0,10,101,1,10,30000,1,11
2023,202301,281215,2023001441374,10530.0,2023002812151,2020309,1,1,10530.0,0,1,64,4,1,100,0,0,10,101,1,10,200000,1,11
2023,202301,281863,2023000045346,4860.0,2023002818631,30110,1,1,4860.0,2,2,51,5,1,100,0,0,7,71,1,10,70000,1,11
2023,202301,281863,2023000045346,4860.0,2023002818631,30110,1,3,6318.0,0,2,18,6,1,100,0,0,6,63,1,10,12000,1,11
2023,202301,282025,2023000098533,12150.0,2023002820251,10110,1,3,15228.0,0,1,61,1,1,100,0,0,11,114,1,10,14800,1,11
2023,202301,282187,2023000156450,1782.0,2023002821871,20010,1,2,1782.0,0,1,60,1,1,100,0,0,7,71,1,10,60000,1,11
2023,202301,282349,2023000214366,7128.0,2023002823491,30110,1,3,7776.0,0,1,31,6,1,100,0,0,10,101,1,10,25000,1,11
2023,202301,282511,2023000270459,36288.0,2023002825111,10110,1,1,36450.0,3,2,46,1,1,100,0,0,10,101,1,10,15000,1,11
2023,202301,282511,2023000270459,36288.0,2023002825111,10110,1,2,50868.0,3,1,53,1,1,100,0,0,10,101,1,10,510000,1,11
2023,202301,283483,2023000594977,6804.0,2023002834831,10210,1,1,6966.0,0,2,23,6,1,100,0,0,11,114,1,10,71000,1,11
2023,202301,283807,2023000708073,27702.0,2023002838071,10210,1,1,27702.0,3,2,39,6,7,700,1,100,6,63,1,10,28000,1,11
2023,202301,283807,2023000708073,27702.0,2023002838071,10210,1,2,42282.0,0,1,18,6,7,700,1,100,5,50,1,10,26100,1,11
2023,202301,284131,2023000825867,11502.0,2023002841311,10310,1,1,11502.0,2,2,52,1,1,100,0,0,10,101,1,10,100000,1,11
2023,202301,284131,2023000825867,11502.0,2023002841311,10310,1,2,15066.0,2,1,54,1,1,100,0,0,7,71,1,10,94000,1,11
2023,202301,284131,2023000825867,11502.0,2023002841311,10310,1,3,9720.0,0,1,20,6,1,100,0,0,6,63,1,10,20000,1,11
2023,202301,284293,2023000880859,2754.0,2023002842931,10110,1,1,2754.0,0,1,58,1,1,100,0,0,6,63,1,10,49300,2,20
2023,202301,284455,2023000936093,2430.0,2023002844551,30110,1,1,2430.0,0,2,59,4,1,100,0,0,6,63,1,10,47700,1,11
2023,202301,284455,2023000936093,2430.0,2023002844551,30110,1,2,2754.0,0,1,58,4,1,100,0,0,6,65,1,10,48000,1,11
2023,202301,284617,2023000990346,22194.0,2023002846171,10310,1,1,22194.0,1,1,51,1,1,100,0,0,7,71,1,10,510000,1,11
2023,202301,284617,2023000990346,22194.0,2023002846171,10310,1,2,18144.0,1,2,52,1,1,100,0,0,10,101,1,10,9000,1,11
2023,202301,284617,2023000990346,22194.0,2023002846171,10310,1,3,14904.0,0,1,22,6,1,100,0,0,10,101,1,10,13000,1,11
2023,202301,284779,2023001046898,8262.0,2023002847791,10110,1,1,8424.0,2,1,49,1,1,100,0,0,6,63,1,10,67000,1,11
2023,202301,284779,2023001046898,8262.0,2023002847791,10110,1,2,7290.0,2,2,49,1,1,100,0,0,11,114,1,10,42000,1,11
2023,202301,285103,2023001169556,11340.0,2023002851031,20010,1,1,11340.0,0,1,54,4,2,200,0,0,7,71,1,10,107000,2,20
2023,202301,285103,2023001169556,11340.0,2023002851031,20010,1,2,10206.0,0,2,29,6,2,200,0,0,7,71,1,10,0,1,11
2023,202301,285427,2023001291035,24948.0,2023002854271,10410,1,1,24948.0,0,1,34,6,1,100,0,0,11,116,1,10,100000,1,11
2023,202301,286561,2023000025822,13770.0,2023002865611,10611,1,1,13932.0,0,2,36,6,1,100,0,0,11,114,1,10,67000,1,11
2023,202301,287047,2023000238457,9072.0,2023002870471,10311,1,1,8910.0,1,1,33,1,1,100,0,0,11,114,1,10,80000,1,11
2023,202301,287047,2023000238457,9072.0,2023002870471,10311,1,2,10206.0,1,2,34,1,1,100,0,0,11,114,1,10,59000,1,11
2023,202301,287371,2023000390814,54756.0,2023002873711,10311,1,1,54756.0,1,1,34,1,1,100,0,0,11,115,1,10,255000,1,11
2023,202301,287371,2023000390814,54756.0,2023002873711,10311,1,2,60426.0,1,2,34,1,1,100,0,0,11,115,1,10,475000,1,11
2023,202301,287533,2023000466297,11826.0,2023002875331,10111,1,1,11826.0,0,1,65,4,1,100,0,0,11,115,1,10,224000,2,20
2023,202301,287695,2023000544122,6804.0,2023002876951,10211,1,1,6804.0,2,1,51,1,1,100,0,0,11,114,1,10,80000,1,11
2023,202301,287695,2023000544122,6804.0,2023002876951,10211,1,2,6642.0,2,2,51,1,1,100,0,0,10,101,1,10,100000,1,11
2023,202301,287857,2023000610608,11340.0,2023002878571,10611,1,1,11178.0,0,1,37,1,1,100,0,0,11,115,1,10,211000,1,11
2023,202301,287857,2023000610608,11340.0,2023002878571,10611,1,2,9558.0,0,2,35,1,1,100,0,0,11,115,1,10,550000,1,11
2023,202301,288019,2023000685706,10206.0,2023002880191,10611,1,1,10044.0,0,1,43,1,1,100,0,0,11,116,1,10,145000,1,11
2023,202301,288181,2023000756295,9234.0,2023002881811,10511,1,1,9234.0,0,1,27,6,1,100,0,0,10,101,1,10,80000,1,11
2023,202301,288181,2023000756295,9234.0,2023002881811,10511,1,2,6156.0,0,1,24,6,1,100,0,0,11,114,1,10,70000,1,11
2023,202301,288181,2023000756295,9234.0,2023002881811,10511,1,3,6318.0,0,1,23,6,1,100,0,0,11,114,1,10,70000,1,11
2023,202301,288181,2023000756295,9234.0,2023002881811,10511,1,4,6318.0,0,1,22,6,1,100,0,0,10,101,1,10,35000,1,11
2023,202301,288343,2023000831421,6966.0,2023002883431,10311,1,1,7128.0,0,1,33,6,1,100,0,0,10,101,1,10,9000,1,11
2023,202301,288343,2023000831421,6966.0,2023002883431,10311,1,2,10368.0,0,2,30,6,8,826,1,100,10,101,1,10,6200,1,11
2023,202301,288505,2023000903130,10368.0,2023002885051,10111,1,1,10368.0,0,1,36,6,1,100,0,0,11,116,1,10,60000,1,11
2023,202301,288667,2023000991081,11016.0,2023002886671,10511,1,1,11178.0,0,2,29,6,1,100,0,0,11,115,1,10,80000,1,11
2023,202301,288667,2023000991081,11016.0,2023002886671,10511,1,2,10206.0,0,1,33,6,6,669,0,0,11,115,1,10,180000,1,11
2023,202301,288829,2023001060007,8424.0,2023002888291,10311,1,1,8424.0,0,2,42,1,1,100,0,0,10,101,1,10,130000,1,11
2023,202301,288829,2023001060007,8424.0,2023002888291,10311,1,2,8910.0,0,1,43,1,1,100,0,0,10,101,1,10,120000,2,20
2023,202301,288991,2023001129526,47952.0,2023002889911,10411,1,1,47952.0,0,2,45,6,8,834,0,0,10,101,1,10,74000,1,11
2023,202301,289153,2023001206825,6642.0,2023002891531,10611,1,1,6480.0,0,1,33,1,1,100,0,0,11,114,1,10,300000,1,11
2023,202301,289153,2023001206825,6642.0,2023002891531,10611,1,2,5670.0,0,2,34,1,1,100,0,0,11,114,1,10,200000,1,11
2023,202301,289477,2023001370774,18306.0,2023002894771,10511,1,1,18306.0,0,2,21,6,1,100,0,0,10,101,1,10,8600,1,11
2023,202301,289477,2023001370774,18306.0,2023002894771,10511,1,2,11664.0,0,2,23,6,1,100,0,0,10,101,1,10,42000,1,11
2023,202301,289639,2023001445565,20736.0,2023002896391,10411,1,1,20736.0,0,1,59,4,2,200,0,0,6,63,1,10,35000,1,11
2023,202301,291583,2023010030830,16686.0,2023002915831,950812,4,1,16686.0,0,1,19,6,8,801,0,0,6,65,1,10,4100,1,11
2023,202301,292393,2023010043533,2268.0,2023002923931,1030312,4,1,2268.0,0,1,27,6,1,100,2,200,6,63,1,10,6000,1,11
2023,202301,294985,2023010085924,13608.0,2023002949851,90312,4,1,13608.0,0,1,18,6,1,100,0,0,7,71,1,10,2500,1,11
2023,202301,295147,2023010088609,3078.0,2023002951471,730212,4,1,3078.0,0,2,39,6,2,200,0,0,6,63,1,10,67000,1,11
2023,202301,295633,2023010096350,7614.0,2023002956331,330112,4,1,7614.0,0,1,20,6,2,200,0,0,6,63,1,10,5000,1,11
2023,202301,296605,2023010111264,1296.0,2023002966051,730212,4,1,1296.0,0,2,19,6,2,200,4,460,6,63,1,10,12000,1,11
2023,202301,298387,2023010139491,14094.0,2023002983871,310212,4,1,14094.0,0,1,61,4,7,700,0,0,6,64,1,10,37000,1,13
2023,202301,298873,2023010147292,30780.0,2023002988731,330312,4,1,30780.0,0,1,18,6,1,100,1,100,6,63,1,14,16000,1,12
2023,202301,299035,2023010149441,26244.0,2023002990351,330312,4,1,26244.0,0,1,21,6,1,100,1,100,6,63,1,14,30000,1,12
2023,202301,300979,2023000003824,10368.0,2023003009791,810112,1,3,9558.0,0,1,35,6,1,100,0,0,6,64,1,10,30000,1,11
2023,202301,301141,2023000006558,10206.0,2023003011411,1030112,1,3,10854.0,0,1,55,4,1,100,0,0,7,71,1,10,50000,1,11
2023,202301,301303,2023000009514,19602.0,2023003013031,860112,1,1,19602.0,0,2,43,6,1,100,3,300,8,81,1,10,31200,1,11
2023,202301,301303,2023000009514,19602.0,2023003013031,860112,1,2,24138.0,0,1,51,6,8,826,3,300,6,63,1,10,30000,1,11
2023,202301,301465,2023000012444,9234.0,2023003014651,150012,1,1,9396.0,0,1,64,1,1,100,0,0,11,114,1,10,75000,1,11
2023,202301,302275,2023000024913,10206.0,2023003022751,310112,1,3,14094.0,0,2,26,6,2,200,0,0,10,101,1,10,90000,1,11
2023,202301,302275,2023000024913,10206.0,2023003022751,310112,1,4,8910.0,0,2,19,6,2,200,0,0,6,63,1,10,5600,1,11
2023,202301,302437,2023000027480,7776.0,2023003024371,111112,1,1,7776.0,1,2,51,4,6,671,0,0,8,81,1,10,86000,1,11
2023,202301,302437,2023000027480,7776.0,2023003024371,111112,1,2,13446.0,0,1,19,6,6,671,0,0,6,65,1,10,12000,1,11
2023,202301,302599,2023000030284,7128.0,2023003025991,990712,1,1,7128.0,0,2,65,6,1,100,4,423,11,114,1,10,40000,1,11
2023,202301,303085,2023000038225,10530.0,2023003030851,1170212,1,1,10530.0,0,1,47,6,7,700,0,0,10,101,1,10,0,2,20
2023,202301,303247,2023000040936,20898.0,2023003032471,1030312,1,1,20898.0,1,1,57,1,8,826,4,426,10,101,1,10,0,1,11
2023,202301,303247,2023000040936,20898.0,2023003032471,1030312,1,2,32562.0,1,2,53,1,8,826,4,426,6,63,1,10,24000,1,11
2023,202301,303247,2023000040936,20898.0,2023003032471,1030312,1,3,34182.0,0,1,38,6,8,826,4,426,6,63,1,10,45000,1,11
2023,202301,303571,2023000046127,11502.0,2023003035711,1010212,1,1,11340.0,0,1,58,6,1,100,0,0,6,63,1,10,125000,1,11
2023,202301,303571,2023000046127,11502.0,2023003035711,1010212,1,2,11502.0,0,2,54,5,1,100,0,0,8,81,1,10,25000,1,11
2023,202301,303895,2023000051267,40176.0,2023003038951,990612,1,1,40176.0,1,2,56,1,8,826,3,300,6,63,1,10,42000,1,11
2023,202301,303895,2023000051267,40176.0,2023003038951,990612,1,2,45684.0,1,1,55,1,8,826,3,300,6,63,1,10,42000,1,11
2023,202301,303895,2023000051267,40176.0,2023003038951,990612,1,3,40014.0,0,2,23,6,8,826,3,300,10,101,1,10,46000,1,11
2023,202301,304057,2023000054090,7452.0,2023003040571,861412,1,1,7452.0,0,2,54,1,8,826,4,428,11,114,1,10,89000,1,11
2023,202301,304057,2023000054090,7452.0,2023003040571,861412,1,2,6966.0,0,1,49,1,1,100,0,0,11,114,1,10,75000,1,11
2023,202301,304219,2023000056574,9234.0,2023003042191,1030212,1,1,9234.0,0,2,41,6,1,100,0,0,6,65,1,10,42000,1,11
2023,202301,304381,2023000059215,19764.0,2023003043811,330212,1,1,19602.0,0,1,40,6,1,100,0,0,8,81,1,10,35000,2,20
2023,202301,304543,2023000061530,20088.0,2023003045431,570712,1,1,20088.0,0,1,32,1,8,814,0,0,11,114,1,10,210000,1,11
2023,202301,304543,2023000061530,20088.0,2023003045431,570712,1,2,19278.0,0,2,31,1,1,100,0,0,10,101,1,10,95000,1,11
2023,202301,304705,2023000064378,14094.0,2023003047051,1090312,1,1,14094.0,2,2,43,1,1,100,0,0,10,101,1,10,595000,1,11
2023,202301,304705,2023000064378,14094.0,2023003047051,1090312,1,2,18954.0,2,1,48,1,1,100,0,0,10,101,1,10,595000,1,11
2023,202301,304867,2023000067242,19764.0,2023003048671,1170212,1,1,19602.0,0,1,44,4,1,100,0,0,8,81,1,10,75000,1,11
2023,202301,305353,2023000075080,8100.0,2023003053531,1010412,1,1,7938.0,2,1,43,1,1,100,0,0,11,114,1,10,119000,1,11
2023,202301,305353,2023000075080,8100.0,2023003053531,1010412,1,2,7938.0,2,2,40,1,1,100,0,0,11,114,1,10,75000,1,11
2023,202301,305677,2023000080437,16362.0,2023003056771,1170112,1,1,16362.0,0,1,56,4,1,100,0,0,6,65,1,10,73000,2,20
2023,202301,305839,2023000083109,8262.0,2023003058391,110312,1,2,10530.0,0,2,45,6,8,830,0,0,7,71,1,10,25000,1,11
2023,202301,306163,2023000087739,10044.0,2023003061631,310312,1,1,10044.0,1,2,41,1,1,100,0,0,10,101,1,10,0,1,11
2023,202301,306163,2023000087739,10044.0,2023003061631,310312,1,2,8100.0,1,1,40,1,1,100,0,0,6,65,1,10,75000,1,11
2023,202301,306325,2023000090875,24300.0,2023003063251,970312,1,1,24300.0,0,1,58,1,2,200,0,0,6,63,1,10,68000,1,11
2023,202301,306325,2023000090875,24300.0,2023003063251,970312,1,2,11340.0,0,2,56,1,2,200,0,0,10,101,1,10,102000,1,11
2023,202301,306487,2023000093646,50220.0,2023003064871,519912,1,1,50220.0,0,1,26,6,1,100,2,200,10,101,1,10,59000,1,11
2023,202301,306811,2023000099307,12798.0,2023003068111,570412,1,1,12960.0,3,2,32,3,8,812,0,0,11,114,1,10,400,1,11
2023,202301,306973,2023000101413,9558.0,2023003069731,1150312,1,1,9720.0,0,2,53,6,1,100,0,0,7,71,1,10,61000,1,11
2023,202301,307459,2023000109186,11988.0,2023003074591,310212,1,1,11988.0,0,2,61,1,1,100,0,0,11,114,1,10,90000,1,11
2023,202301,307459,2023000109186,11988.0,2023003074591,310212,1,2,14580.0,0,1,56,1,1,100,0,0,11,114,1,10,100000,1,11
2023,202301,307621,2023000112166,22032.0,2023003076211,1050312,1,1,21870.0,0,2,44,6,1,100,0,0,11,114,1,10,70000,1,11
2023,202301,308269,2023000122833,11502.0,2023003082691,79812,1,1,11502.0,1,2,20,1,1,100,0,0,6,63,1,14,29300,1,12
2023,202301,308593,2023000128167,17658.0,2023003085931,1190012,1,2,16200.0,0,1,55,1,1,100,0,0,6,63,1,10,47500,1,11
2023,202301,308755,2023000130905,31914.0,2023003087551,519912,1,2,7614.0,2,1,64,1,2,200,0,0,6,64,1,10,65000,1,11
2023,202301,308917,2023000133641,486.0,2023003089171,79812,1,1,648.0,1,2,40,1,8,802,0,0,10,101,1,10,43000,1,11
2023,202301,308917,2023000133641,486.0,2023003089171,79812,1,2,4860.0,1,1,45,1,1,100,0,0,6,63,1,10,50000,1,11
2023,202301,309079,2023000136168,48762.0,2023003090791,1030412,1,1,48762.0,1,1,45,1,1,100,0,0,11,115,1,10,150000,1,11
2023,202301,309079,2023000136168,48762.0,2023003090791,1030412,1,3,55728.0,0,2,23,6,7,700,4,424,7,71,1,10,0,1,11
2023,202301,309727,2023000146876,9720.0,2023003097271,861712,1,1,9558.0,2,1,62,1,8,826,3,300,7,71,1,10,75000,1,11
2023,202301,309727,2023000146876,9720.0,2023003097271,861712,1,2,9234.0,2,2,61,1,8,826,3,300,8,81,1,10,74000,1,11
2023,202301,309727,2023000146876,9720.0,2023003097271,861712,1,3,8262.0,0,2,32,6,8,826,3,300,10,101,1,10,95000,1,11
2023,202301,309727,2023000146876,9720.0,2023003097271,861712,1,4,10044.0,0,1,26,6,8,826,3,300,8,81,1,10,60000,1,11
2023,202301,309889,2023000149339,7452.0,2023003098891,310512,1,1,7614.0,2,1,26,1,1,100,1,100,7,71,1,14,56000,1,12
2023,202301,310213,2023000154793,41796.0,2023003102131,1110312,1,3,56214.0,0,1,39,6,1,100,0,0,6,63,1,10,35000,1,11
2023,202301,310375,2023000157652,14742.0,2023003103751,111112,1,1,14580.0,0,2,57,1,1,100,0,0,6,63,1,10,35000,1,11
2023,202301,310537,2023000160106,8910.0,2023003105371,862112,1,3,9558.0,0,1,44,1,8,826,4,460,6,64,1,10,33000,1,11
2023,202301,310537,2023000160106,8910.0,2023003105371,862112,1,4,7614.0,0,2,26,1,8,826,4,460,8,81,1,10,4000,1,11
2023,202301,310699,2023000162795,20088.0,2023003106991,279912,1,1,20088.0,3,2,41,1,1,100,0,0,3,30,1,12,35000,1,11
2023,202301,310699,2023000162795,20088.0,2023003106991,279912,1,2,23490.0,3,1,38,1,8,826,1,100,6,63,1,10,65000,1,11
2023,202301,311023,2023000168270,31266.0,2023003110231,1090312,1,1,31266.0,0,1,65,1,1,100,0,0,7,71,1,10,40000,1,11
2023,202301,311023,2023000168270,31266.0,2023003110231,1090312,1,2,24948.0,0,2,65,1,1,100,0,0,11,116,1,10,5000,1,11
2023,202301,311185,2023000170691,12798.0,2023003111851,111012,1,1,12960.0,2,2,40,1,8,826,4,423,10,101,1,10,11000,1,11
2023,202301,311185,2023000170691,12798.0,2023003111851,111012,1,2,14742.0,2,1,47,1,8,826,4,423,10,101,1,10,20000,1,11
2023,202301,311347,2023000173358,10206.0,2023003113471,862512,1,1,10206.0,2,1,55,1,8,826,4,428,11,115,1,10,68000,1,11
2023,202301,311347,2023000173358,10206.0,2023003113471,862512,1,2,9234.0,2,2,56,1,8,826,4,428,8,81,1,10,40400,1,11
2023,202301,311347,2023000173358,10206.0,2023003113471,862512,1,3,9720.0,0,2,20,6,8,826,4,428,8,81,1,10,28900,1,11
2023,202301,311509,2023000176271,101898.0,2023003115091,110212,1,1,101898.0,1,1,43,6,2,200,0,0,6,63,1,10,45000,2,20
2023,202301,311671,2023000178759,9882.0,2023003116711,1130012,1,1,9882.0,2,1,55,1,1,100,0,0,11,114,1,10,60000,1,11
2023,202301,312157,2023000186779,11826.0,2023003121571,1130012,1,1,11988.0,0,2,65,5,1,100,0,0,6,63,1,10,53000,1,11
2023,202301,312319,2023000189388,7776.0,2023003123191,50012,1,1,7776.0,0,1,63,4,1,100,0,0,5,50,1,10,0,1,11
2023,202301,312481,2023000192031,29808.0,2023003124811,861212,1,1,29808.0,1,1,46,1,8,826,4,423,10,101,1,10,50000,1,11
2023,202301,312481,2023000192031,29808.0,2023003124811,861212,1,2,28836.0,1,2,39,1,7,700,4,423,6,65,1,10,26900,1,11
2023,202301,312805,2023000197794,7452.0,2023003128051,950712,1,1,7452.0,0,1,32,6,1,100,0,0,11,114,1,10,95000,1,11
2023,202301,313291,2023000205749,9882.0,2023003132911,950712,1,1,9720.0,0,1,30,6,1,100,0,0,10,101,1,10,70000,1,11
2023,202301,313291,2023000205749,9882.0,2023003132911,950712,1,2,10044.0,0,1,30,6,1,100,0,0,10,101,1,10,109000,1,11
2023,202301,313453,2023000208480,13932.0,2023003134531,690112,1,1,13932.0,4,2,31,1,1,100,0,0,11,114,1,10,124000,1,11
2023,202301,313453,2023000208480,13932.0,2023003134531,690112,1,2,20088.0,4,1,32,1,1,100,0,0,6,63,1,10,32000,1,11
2023,202301,313777,2023000213481,12150.0,2023003137771,1030612,1,2,14418.0,2,1,40,6,1,100,0,0,6,63,1,10,0,1,11
2023,202301,313939,2023000216212,19278.0,2023003139391,1130012,1,1,19278.0,1,2,65,1,1,100,0,0,10,101,1,10,68000,1,13
2023,202301,314101,2023000219014,34830.0,2023003141011,570312,1,1,34830.0,2,1,45,4,8,826,4,420,6,63,1,10,75000,1,11
2023,202301,314101,2023000219014,34830.0,2023003141011,570312,1,2,32724.0,2,2,46,3,8,826,4,423,6,63,1,10,0,1,11
2023,202301,314263,2023000221764,10692.0,2023003142631,330312,1,1,10854.0,0,1,56,1,1,100,0,0,6,65,1,10,80000,1,11
2023,202301,314263,2023000221764,10692.0,2023003142631,330312,1,2,13932.0,0,2,57,1,1,100,0,0,7,71,1,10,50000,1,11
2023,202301,314425,2023000224413,25596.0,2023003144251,950312,1,1,25758.0,1,1,62,1,1,100,0,0,8,81,1,10,130000,2,20
2023,202301,314425,2023000224413,25596.0,2023003144251,950312,1,2,22032.0,1,2,60,1,1,100,0,0,11,114,1,10,90000,2,20
2023,202301,314425,2023000224413,25596.0,2023003144251,950312,1,3,24624.0,0,2,34,6,1,100,0,0,6,65,1,10,30000,1,11
2023,202301,314587,2023000227344,38394.0,2023003145871,861912,1,1,38394.0,1,2,43,4,8,826,4,428,6,65,1,10,40000,1,11
2023,202301,314749,2023000229892,15876.0,2023003147491,990812,1,1,15876.0,0,1,56,4,1,100,0,0,10,101,1,10,100000,1,11
2023,202301,315397,2023000240907,17820.0,2023003153971,170012,1,1,17820.0,0,1,61,1,1,100,0,0,7,71,1,10,18000,2,20
2023,202301,315559,2023000243438,12150.0,2023003155591,110812,1,1,11988.0,0,1,56,4,1,100,0,0,6,63,1,10,60000,1,11
2023,202301,316045,2023000250490,14904.0,2023003160451,110912,1,1,14904.0,0,2,25,6,1,100,0,0,11,114,1,10,35000,1,11
2023,202301,316207,2023000253466,12798.0,2023003162071,530012,1,1,12798.0,1,2,36,1,1,100,2,200,7,71,1,10,45000,1,11
2023,202301,316207,2023000253466,12798.0,2023003162071,530012,1,2,18792.0,1,1,36,1,1,100,2,200,6,65,1,10,80000,1,11
2023,202301,316693,2023000260531,36774.0,2023003166931,861312,1,1,36774.0,2,2,33,1,8,826,4,414,7,71,1,10,57000,1,11
2023,202301,316693,2023000260531,36774.0,2023003166931,861312,1,2,40824.0,2,1,29,1,8,826,4,414,6,63,1,10,60000,1,11
2023,202301,317179,2023000268236,6318.0,2023003171791,1110212,1,3,7290.0,0,2,39,6,1,100,0,0,6,65,1,10,28600,1,11
2023,202301,317503,2023000274028,8910.0,2023003175031,570212,1,1,9072.0,2,1,38,1,1,100,0,0,11,115,1,10,33000,1,11
2023,202301,317827,2023000279459,7290.0,2023003178271,1150312,1,3,7128.0,0,1,33,6,1,100,0,0,8,81,1,10,5400,1,11
2023,202301,317989,2023000282231,30294.0,2023003179891,79812,1,1,30132.0,1,2,49,4,1,100,0,0,10,101,1,10,44400,1,11
2023,202301,317989,2023000282231,30294.0,2023003179891,79812,1,2,13932.0,1,2,28,1,1,100,0,0,10,101,1,10,25000,1,11
2023,202301,317989,2023000282231,30294.0,2023003179891,79812,1,4,43740.0,1,1,29,1,1,100,0,0,10,101,1,10,47800,1,11
2023,202301,318475,2023000290529,9882.0,2023003184751,110712,1,1,9882.0,0,2,51,6,2,200,0,0,8,81,1,10,54000,1,11
2023,202301,318637,2023000293190,43740.0,2023003186371,610012,1,1,43740.0,0,1,58,6,8,826,1,100,6,63,1,10,0,1,11
2023,202301,318799,2023000295708,29646.0,2023003187991,570612,1,1,29484.0,3,2,28,3,1,100,0,0,6,64,1,10,25400,1,11
2023,202301,318961,2023000298454,25110.0,2023003189611,950412,1,1,25110.0,0,2,27,6,1,100,2,200,10,101,1,10,60000,1,11
2023,202301,319123,2023000300958,21060.0,2023003191231,990312,1,1,20898.0,0,1,25,6,2,200,0,0,6,63,1,10,65000,1,11
2023,202301,319447,2023000306554,11340.0,2023003194471,861312,1,1,11502.0,0,1,23,6,1,100,4,420,6,63,1,10,0,1,11
2023,202301,319447,2023000306554,11340.0,2023003194471,861312,1,2,11178.0,0,1,24,6,1,100,4,424,10,101,1,10,0,1,11
2023,202301,319771,2023000312212,10854.0,2023003197711,310612,1,1,10692.0,0,2,49,6,1,100,0,0,6,65,1,10,0,1,11
2023,202301,319933,2023000315061,15714.0,2023003199331,111312,1,1,15714.0,0,1,56,4,8,826,3,300,11,115,1,10,70000,1,11
2023,202301,319933,2023000315061,15714.0,2023003199331,111312,1,2,17010.0,0,2,49,6,8,826,3,300,7,71,1,10,40800,1,11
2023,202301,320095,2023000318158,7776.0,2023003200951,862112,1,2,6480.0,1,2,48,4,8,826,4,423,6,65,1,10,10200,1,11
2023,202301,320095,2023000318158,7776.0,2023003200951,862112,1,3,8100.0,0,1,30,6,8,826,4,423,6,61,1,10,33000,1,11
2023,202301,320257,2023000320654,4860.0,2023003202571,860112,1,1,4860.0,0,2,45,4,7,700,3,300,11,114,1,10,95000,1,11
2023,202301,320257,2023000320654,4860.0,2023003202571,860112,1,2,5508.0,0,1,49,4,7,700,3,300,11,114,1,10,200000,1,11
2023,202301,320581,2023000325727,12474.0,2023003205811,479812,1,1,12474.0,0,1,65,3,1,100,0,0,6,64,1,10,0,1,11
2023,202301,320743,2023000328491,24138.0,2023003207431,139812,1,2,25434.0,0,1,50,1,1,100,0,0,6,63,1,10,46800,1,11
2023,202301,321391,2023000339122,8424.0,2023003213911,1050112,1,1,8424.0,0,2,55,6,1,100,0,0,6,63,1,10,18000,1,11
2023,202301,321715,2023000344842,8586.0,2023003217151,79812,1,1,8586.0,2,2,37,3,1,100,0,0,0,2,1,10,20200,1,11
2023,202301,321715,2023000344842,8586.0,2023003217151,79812,1,5,8586.0,0,1,26,2,1,100,0,0,6,63,1,10,14400,1,11
2023,202301,322039,2023000350205,11178.0,2023003220391,330312,1,2,4374.0,2,1,36,1,8,826,1,100,10,101,1,14,51000,1,12
2023,202301,322201,2023000352810,6318.0,2023003222011,310112,1,2,10530.0,1,2,40,6,2,200,0,0,10,101,1,10,1500,1,11
2023,202301,322363,2023000355829,9558.0,2023003223631,950412,1,1,9558.0,2,2,48,6,7,700,2,200,6,63,1,10,45000,1,11
2023,202301,322363,2023000355829,9558.0,2023003223631,950412,1,2,13122.0,2,1,48,6,7,700,2,200,6,63,1,10,45000,1,11
